Campo;Descripcion
S45SP2;Recibió_vacuna_Antisarampionosa/SPR__2da._dosis_(triple_viral)
S45SP1;Recibió_vacuna_Antisarampionosa/SPR_1ra._dosis_(triple_viral)
H2;Recibió_vacuna_BCG
H9;Recibió_vacuna_contra_el_SARAMPIÓN
H3;Recibió_vacuna_DPT_1ra._dosis
H5;Recibió_vacuna_DPT_2da._dosis
S45IF1;Recibió_vacuna_Influenza_1ra._dosis
S45IF2;Recibió_vacuna_Influenza_2da._dosis
S45NM1;Recibió_vacuna_Neumococo_1ra._dosis
S45NM2;Recibió_vacuna_Neumococo_2da._dosis
S45NM3;Recibió_vacuna_Neumococo_3ra._dosis
S45PV1;Recibió_vacuna_Pentavalente_1ra._dosis
S45PV2;Recibió_vacuna_Pentavalente_2da._dosis
S45PV3;Recibió_vacuna_Pentavalente_3ra._dosis
H0;Recibió_vacuna_POLIO_0
H4;Recibió_vacuna_POLIO_1ra._dosis
H6;Recibió_vacuna_POLIO_2da._dosis
H8;Recibió_vacuna_POLIO_3ra._dosis
S45RT1;Recibió_vacuna_Rotavirus_1ra._dosis
S45RT2;Recibió_vacuna_rotavirus_2da._dosis
S45SR;Recibió_vacuna_SR_1ra._dosis_(doble_viral)
S45TT;Recibió_vacuna_Tetravalente
H40;Recibió_Vitamina_A_(2da_más_reciente)
S45VA3;Recibió_Vitamina_A_3
H41A;Recibió_vitamina_A_después_de_la_tarjeta_más_reciente
H33;Recibió_vitamina_A1_(más_reciente)
S494;Recibir_papilla_de_los_programas_sociales
QS413;Recogió_o_llegó_a__conocer_los_resultados_de_la_prueba_de_Papanicolaou
HV024;Región
V139;Región,_residencia_habitual_De-jure
SHREGION;Región_natural
SHREGION name;Nombre_region
V024;Región_V24
V150;Relación_con_el_jefe_del_hogar
S512C;Relación_con_la_primera_pareja_sexual
V767A;Relación_con_la_última_pareja_sexual
V767C;Relación_con_otra_pareja_sexual_((antepenùltima)
V767B;Relación_con_otra_pareja_sexual_(penúltima)
V130;Religión
S1028B;Reprende_o_castiga_a_sus_hijas_o_hijos_en_el_hogar:_madre_biológica
S1028X;Reprende_o_castiga_a_sus_hijas_o_hijos_en_el_hogar:_otros
S1028A;Reprende_o_castiga_a_sus_hijas_o_hijos_en_el_hogar:_padre_biológico
V135;Residente_habitual_o_visitante
QS802V;Responsable_vive_en_el_hogar
HV015;Resultado_de_la_entrevista_en_el_hogar
HA65;Resultado_de_la_entrevista_individual_a_la_mujer
HA63;Resultado_de_la_medición_(VIH)
V447;Resultado_de_la_medición_de_la_MEF
QS908;Resultado_de_la_medición_del_perímetro_abdominal
HA13;Resultado_de_medición_de_la_entrevistada
HC55;Resultado_de_medir_(hemoglobina)
V473B;Resultado_de_medir_(VIH)
V015;Resultado_entrevista_individual
QS802A;Resultado_entrevista_niña/niño
QSRESINF;Resultado_informante
QS902;Resultado_medición_antropométrica
QS906;Resultado_medición_presión_arterial
QSRESNIND;Resultado_niña(o)_10
QSRESNIN2;Resultado_niña(o)_2
QSRESNIN3;Resultado_niña(o)_3
QSRESNIN4;Resultado_niña(o)_4
QSRESNIN5;Resultado_niña(o)_5
QSRESNIN6;Resultado_niña(o)_6
QSRESNIN7;Resultado_niña(o)_7
QSRESNIN8;Resultado_niña(o)_8
QSRESNIN9;Resultado_niña(o)_9
QSRESNIN1;Resultado_niña(o)1
V166;Resultados_de_la_prueba_del_yodo_en_la_sal
S45RT1Y;Rotavirus_1ra._dosis_-_año
S45RT1D;Rotavirus_1ra._dosis_-_día
S45RT1M;Rotavirus_1ra._dosis_-_mes
S45RT2Y;Rotavirus_2da._dosis_-_año
S45RT2D;Rotavirus_2da._dosis_-_día
S45RT2M;Rotavirus_2da._dosis_-_mes
S229CDAY;S229CDAY-Día_de_afiliación
S229CM;S229CM-Mes_de_afiliación
S229CY;S229CY-Año_de_afiliación
S321A;S321A-Primera_fuente_para_el_método_actual
S484D;S484D-Día_de_afiliación
S484M;S484M-Mes_de_afiliación
S484Y;S484Y-Año_de_afiliación
S704N;S704N-Nivel_educativo_del_esposo/compañero
SDISTRI;SDISTRI-Distrito
S447;Se_agrego_azúcar_a_algun_alimento_o_liquido_que_comiò_o_tomò_el_dìa_de_ayer
S446A;Se_agregó_azúcar_a_cualquiera_de_los_alimentos_del_bebé
QS810;Se_cepilla_los_dientes_todos_los_días
QS505D;Se_contagia_cuando_una_persona_enferma_comparte_alimentos_o_utensilios_con_otra_persona
QS505B;Se_contagia_cuando_una_persona_enferma_habla_cerca_con_otra_persona
QS505C;Se_contagia_cuando_una_persona_enferma_toca_a_otra
V848;Se_debe_culpar_a_las_personas_con_SIDA_por_traer_enfermedades_a_la_comunidad
V780;Se_debe_enseñar_a_los_niños_sobre_los_condones
S229DE;Se_hizo_consciente_de_Seguro_Integral_por:_familia/amigos
S490AF;Se_lava_las_manos_necesariamente_antes_de_alimentar_al_niño
S490AE;Se_lava_las_manos_necesariamente_antes_de_comer
S490AC;Se_lava_las_manos_necesariamente_antes_de_preparar_la_comida
S490AD;Se_lava_las_manos_necesariamente_antes_de_servir_la_comida
S490AB;Se_lava_las_manos_necesariamente_después_de_cambiar_pañales
S490AA;Se_lava_las_manos_necesariamente_después_de_usar_el_baño
S490AG;Se_lava_las_manos_necesariamente_en_cualquier_momento
S490AX;Se_lava_las_manos_necesariamente_en_otra_situación
QS809;Se_lava_los_dientes_con_cepillo_dental
V462;Se_lavaron_las_manos_antes_de_preparar_la_última_comida
V372A;Se_muestra_el_paquete_de_Condónes
V372;Se_muestra_el_paquete_de_pastillas
QS506;Se_puede_curar_la_tuberculosis
QS401;Se_puede_prevenir_el_cáncer
QS406;Se_realizo_un_chequeo_general,_descarte_algun_tipo_de_cáncer
QSORDNIN2;Segunda__niña_o_niño
QS905D;Segunda_medición_presión_arterial_diastólica
QS905S;Segunda_medición_presión_arterial_sistólica
SH11D;Seguro_de_salud_Compañía_de_seguros
SH11A;Seguro_de_salud_ESSALUD/IPSS
SH11C;Seguro_de_salud_Integral
SH11B;Seguro_de_salud_Militar
SH11Y;Seguro_de_salud_No_sabe
SH11Z;Seguro_de_salud_No_tienen
SH11E;Seguro_de_salud_Seguro_privado
V042;Selección_de_hogar_para_hemoglobina
V033;Selección_final_del_área_de_probabilidad
HV042;Selección_para_medición_de__hemoglobina
V043;Selección_para_módulo_de_estatus_de_mujeres
V044;Selección_para_módulo_de_violencia_domestica
SHSEMES;Semestre
QSORDNIN7;Sétimo_niño_o_niña
HV104_name;Sexo
QSSEXO;Sexo_de_la_persona_seleccionada
MM1;Sexo_del_hermano(a)
HV219;Sexo_del_jefe_de_hogar
V151;Sexo_del_Jefe_del_Hogar
B4;Sexo_del_niño
HC27;Sexo2
QSORDNIN6;Sexto_niño_o_niña
QI478E10;Si_llora_cuando_Ud._está_haciendo_algo_generalmente_:_qué_hace_Ud.
V777;Si_se_trata_de_un_pariente_suyo_mantendría_en_secreto_la_infección_del_SIDA
S810;Si_un_médico_tiene_la_infecciòn_por_el_virus_que_causa_el_SIDA:_se_le_debe_permitir_continuar_con_su_trabajo
S489D;Si_un_miembro_de_su_familia_tuviera_tuberculosis,_mantendría_en_secreto_su_enfermedad
V779;Si_un_profesor_tiene_el_virus_que_causa_el_SIDA_puede_continuar_impartiendo_clases_en_la_escuela,_colegio_o_universidad
S807;Si_una_niña/niño_tiene_infección_por_el_virus_que_causa_el_SIDA:_se_debe_permitir_asistir_a_la_escuela_o_colegio
S811;Si_una_persona_tiene_el_virus_que_causa_el_SIDA_y_necesita_ser_operada:_debe_permitirle_la_operación
S809;Si_una_persona_tiene_la_infecciòn_por_el_virus_que_causa_el_SIDA:_el_empleador_lo_debe_despedir_por_esta_causa
QS715;Siguió_bebiendo_a_pesar_que_le_provocaba_estos_problemas_con_estas_personas
S229Y;Sin_control
H21A;Sin_tratamiento
S816A;Síntomas_de_ETS_en_hombres:_dolor_abdominal
S816E;Síntomas_de_ETS_en_hombres:_enrojecimiento/picazón/ardor_en_genitales
S816F;Síntomas_de_ETS_en_hombres:_inflamación/hinchazón_/dolor_en_genitales
S816K;Síntomas_de_ETS_en_hombres:_la_impotencia
S816L;Síntomas_de_ETS_en_hombres:_los_síntomas_pueden_no_estar_presentes
S816D;Síntomas_de_ETS_en_hombres:_molestia_al_orinar
S816Z;Síntomas_de_ETS_en_hombres:_no_sabe
S816W;Síntomas_de_ETS_en_hombres:_otros
S816J;Síntomas_de_ETS_en_hombres:_pérdida_de_peso
S816I;Síntomas_de_ETS_en_hombres:_sangre_en_la_orina
S816B;Síntomas_de_ETS_en_hombres:_secreción/goteos_en_genitales
S816M;Síntomas_de_ETS_en_hombres:_secreción/pus_por_el_pene
S816C;Síntomas_de_ETS_en_hombres:_secreción_mal_oliente
S816G;Síntomas_de_ETS_en_hombres:_úlceras/llagas_genitales
S816H;Síntomas_de_ETS_en_hombres:_verrugas_genitales
S816AA;Síntomas_de_ETS_en_mujeres:_dolor_abdominal
S816AE;Síntomas_de_ETS_en_mujeres:_enrojecimiento/picazón/ardor_en_genitales
S816AK;Síntomas_de_ETS_en_mujeres:_infertilidad/no_poder_tener_hijos
S816AF;Síntomas_de_ETS_en_mujeres:_inflamación/hinchazón_/dolor_en_genitales
S816AL;Síntomas_de_ETS_en_mujeres:_los_síntomas_pueden_no_estar_presentes
S816AD;Síntomas_de_ETS_en_mujeres:_molestias_al_orinar
S816AZ;Síntomas_de_ETS_en_mujeres:_no_sabe
S816AW;Síntomas_de_ETS_en_mujeres:_otros
S816AJ;Síntomas_de_ETS_en_mujeres:_pérdida_de_peso
S816AI;Síntomas_de_ETS_en_mujeres:_sangre_en_la_orina
S816AB;Síntomas_de_ETS_en_mujeres:_secreción_genital_de_flujo_por_la_vagina
S816AC;Síntomas_de_ETS_en_mujeres:_secreción_mal_oliente
S816AG;Síntomas_de_ETS_en_mujeres:_úlceras/llagas_genitales
S816AH;Síntomas_de_ETS_en_mujeres:_verrugas_genitales
SPROVIN;SPROVIN-Provincia
S45SRY;SR_año
S45SRD;SR_día
S45SRM;SR_mes
SREGION;SREGION-Región_natural
SSEMES;SSEMES-Semestre
V504;Su_esposo/compañer_vive_en_el_hogar_o_vive_en_otro_lugar
D105H;Su_esposo/compañero_alguna_vez_ha_utilizado_la_fuerza_física_para_obligarla_a_tener_realciones_sexuales_aunque_usted_no_quería
D105B;Su_esposo/compañero_alguna_vez_la_abofeteó_o_le_retorció_el_brazo
D105F;Su_esposo/compañero_alguna_vez_la_amenazó_con_un_cuchillo_/_pistola_u_otro_tipo_de_arma
D105G;Su_esposo/compañero_alguna_vez_la_atacó/agredió_con_un_cuchillo_/_pistola_u_otro_tipo_de_arma
D105A;Su_esposo/compañero_alguna_vez_la_empujó,_sacudió_o_le_tiró_algo
D105C;Su_esposo/compañero_alguna_vez_la_golpeó_con_el_puño_o_con_algo_que_pudo_hacerle_daño
D105D;Su_esposo/compañero_alguna_vez_la_ha_pateado_o_arrastrado
D105I;Su_esposo/compañero_alguna_vez_la_obligó_a_realizar_actos_sexuales_que_Ud._no_aprueba
D103A;Su_esposo/compañero_alguna_vez_le_ha_dicho_o_le_ha_hecho_cosas_para_humillarla_delante_de_los_demás
D105J;Su_esposo/compañero_alguna_vez_le_retorció_el_brazo_o_tiró_de_su_cabello
D105E;Su_esposo/compañero_alguna_vez_trató_de_estrangularla_o_quemarla
S621;Su_esposo/compañero_aprueba/desaprueba_que_las_parejas_usen_planificación_familiar
D101F;Su_esposo/compañero_desconfía_(desconfiaba)_de_Ud._con_el_dinero
D101E;Su_esposo/compañero_insiste_(insistía)_siempre_en_saber_todos_los_lugares_dónde_usted_va_(iba)
D103D;Su_esposo/compañero_la__ha_amenzado_con_irse_de_casa,_quitarle_a_las_hijas_e_hijos_o_la_ayuda_económica
D101B;Su_esposo/compañero_la_acusa_(acusaba)_frecuentemente_de_ser_infiel
D103B;Su_esposo/compañero_la_ha_amenazado_con_hacerle_daño_a_usted_o_a_alguien_cercano_a_usted
D101C;Su_esposo/compañero_le_impide_(impedia)_que_visite_o_la_visiten_sus_amistades
V634;Su_esposo/compañero_sabe_que_está_usando_anticonceptivos
D101A;Su_esposo/compañero_se_pone_(ponía)_celoso_o_molesto_si_usted_conversa_(conversaba)_con_otro_hombre
D103C;Su_esposo/compañero_siempre_insulta_o_hace_sentir_mal
D113;Su_esposo/compañero_toma_bebidas_alcohólicas
D101D;Su_esposo/compañero_trata_(trataba)_de_limitar_las_visitas/contactos_a_su_familia
HV207;Su_hogar_¿tiene_radio?
HV209;Su_hogar_¿tiene_refrigeradora_/congeladora?
HV221;Su_hogar_¿tiene_teléfono?
HV208;Su_hogar_¿tiene_televisor?
MM11;Su_muerte_fue_a_causa_de:
D121;Su_padre_alguna_vez_golpeó_a_su_madre
V030;Supervisor_de_campo
SVER;SVER-Versión_del_cuestionario
V440;T/E_Desviación_Estándar_(ent)
V439;T/E_Percentil_(ent)
V441;T/E_Porcentaje_ref._mediana_(ent)
HW5;Talla/Edad_de_las_Desviación_Estándar_de_la_mediana_de_referencia
HA4;Talla/Edad_percentil_en_que_se_encuentra
HA6;Talla/Edad_porcentaje_respecto_a_la_mediana_de_referencia
V438;Talla_de_entrevistada_(cms-1d)
S466HC4;Talla_en_centímetros_control_4
S466HC1;Talla_en_centímetros_de_control_1
S466HC2;Talla_en_centímetros_de_control_2
S466HC3;Talla_en_centímetros_de_control_3
S466HC5;Talla_en_centímetros_de_control_5
M18;Tamaño_del_niño_al_nacer
V459;Tener_mosquiteros_para_dormir_(informe_del_hogar)
QSORDNIN3;Tercera_niña_o_niño
S45TTY;Tetravalente_año
S45TTD;Tetravalente_día
S45TTM;Tetravalente_mes
V226;Tiempo_calculado_desde_el_último_período_menstrual
QS812C;Tiempo_en_meses_que_usa_cepillo_para_lavarse_los_dientes
M51A;Tiempo_en_que_tuvo_control_después_del_parto
MM12;Tiempo_entre_el_parto_y_su_muerte
S448A;Tiempo_entre_que_terminó_de_preparar_los_alimentos_del_bebé_y_los_sirvió
V616;Tiempo_para_el_futuro_nacimiento
V115;Tiempo_para_llegar_a_la_fuente_de_agua
M11;Tiempo_que_hubiera_querido_esperar
QS305C;Tiempo_que_le_diagnosticaron_-_cantidad
QS305U;Tiempo_que_le_diagnosticaron_-_Unidad
M61;Tiempo_que_permaneció_en_el_lugar_del_parto
V215;Tiempo_transcurrido_desde_la_última_menstruación
V527;Tiempo_transcurrido_desde_la_última_relación_sexual
V529;Tiempo_transcurrido_desde_la_última_relación_sexual_(imputada)
V528;Tiempo_transcurrido_desde_la_última_relación_sexual_en_días
H1;Tiene_el_carné_de_atención_integral_de_la_niña(o)
QS26;Tiene_seguro_de_salud
HV227;Tiene_un_mosquitero_para_dormir
HV243B;Tiene_un_reloj
V714A;Tiene_un_trabajo_o_negocio_del_cual_estuvo_ausente
SXH73;Tiene_una_red_(No_20011)
V140;Tipo_de_área_de_residencia_De-jure
V161;Tipo_de_combustible_para_cocinar
SH49;Tipo_de_envase_o_recipiente
V741;Tipo_de_ingresos_por_trabajo.
V116;Tipo_de_instalación_sanitaria
V025;Tipo_de_lugar_de_residencia
V105;Tipo_de_lugar_de_residencia_anteriormente
V102;Tipo_de_lugar_de_residencia_V102
ML101;Tipo_de_mosquitero_que_utilizo_para_dormir_última_noche
V481H;Tipo_de_seguro_de_salud:_entidad_prestadora_de_salud
V481E;Tipo_de_seguro_de_salud:_ESSALUD/IPSS
V481F;Tipo_de_seguro_de_salud:_fuerzas_armadas/policiales
V481A;Tipo_de_seguro_de_salud:_organización_mutual/comunitaria
V481X;Tipo_de_seguro_de_salud:_otro
V481D;Tipo_de_seguro_de_salud:_privado
V481B;Tipo_de_seguro_de_salud:_proporcionado_por_el_empleador
V481C;Tipo_de_seguro_de_salud:_seguridad_social
V481G;Tipo_de_seguro_de_salud:_Seguro_Integral_de_Salud
H44C;Todavía_tiene_diarrea
H42;Tomando_píldoras_de_hierro,_jarabe
H37L;Tomó__Acetaminofeno_para_fiebre/tos
H37M;Tomó__Ibuprofeno_para_la_fiebre/tos
H37N;Tomó__remedio_casero_para_fiebre/tos
H37Z;Tomó_algo_para_fiebre/tos:_No_sabe
H37C;Tomó_Amodiaquina_para_fiebre/tos
H37O;Tomó_Analgésico,_antinflamatorio_para_fiebre/tos
QS212F;Tomó_Anisado
H37G;Tomó_Antibiótico_para_la_fiebre/tos
H37F;Tomó_Antihistanimico_para_la_fiebre/tos
H37E;Tomó_artemisinina_para_la_fiebre/tos
H37K;Tomó_Aspirina_para_la_fiebre/tos
QS212T;Tomó_bebidas
QS212A;Tomó_cerveza
QS212C;Tomó_chicha_de_jora_fermentada
H37B;Tomó_Cloroquina_para_fiebre/tos
H37A;Tomó_FanSIDAr_para_la_fiebre/tos
V632;Tomo_la_decisión_para_el_uso_de_anticonceptivos
QS113;Tomó_los_medicamentos_tal_cual_le_indicó_el_médico
QS212D;Tomó_masato_fermentado
QS106;Tomo_medicamentos_tal_cual_indico_le_indico_el_médico
QS212O;Tomó_otro
QS212X;Tomó_otro_-_especifique
H37H;Tomó_Otro_antipalúdico_para_fiebre/tos
H37X;Tomó_otro_para_fiebre/tos
H37I;Tomó_Pastillas/jarabe_para_fiebre/tos
H37D;Tomó_Quinina_para_la_fiebre/tos
QS212B;Tomó_Vino/cachina
QS212G;Tomó_Whisky/pisco_/ron
QS212E;Tomó_Yonque/cañazo
V224;Total_de_hijas(os)_nacidos_vivos_-_Entrada_historial_de_nacimiento
SHTOTH;Total_de_hogares_en_la_vivienda
V201;Total_de_niños_nacidos
HV009;Total_de_personas_en_el_hogar
QSNINOS;Total_Niños/Niñas_de_0_a_11_años
V721;Trabaja_en_casa_o_fuera
V731;Trabajó_en_los_últimos_12_meses
V719;Trabajo_para_la_familia,_otros,_para_sí_misma
QI478E3;Trata_de_imitar_las_palabras_que_escucha
S476AN1;Tuvo_deposiciones_líquidas_y/o_semilíquidas_ayer
S476AN5;Tuvo_deposiciones_líquidas_y/o_semilíquidas_hace_cinco_días
S476AN4;Tuvo_deposiciones_líquidas_y/o_semilíquidas_hace_cuatro_días
S476AN2;Tuvo_deposiciones_líquidas_y/o_semilíquidas_hace_dos_días
S476AN6;Tuvo_deposiciones_líquidas_y/o_semilíquidas_hace_seis_días
S476AN7;Tuvo_deposiciones_líquidas_y/o_semilíquidas_hace_siete_días
S476AN3;Tuvo_deposiciones_líquidas_y/o_semilíquidas_hace_tres_días
S476AR1;Tuvo_dificultad_para_respirar_ayer
S476AR5;Tuvo_dificultad_para_respirar_hace_cinco_días
S476AR4;Tuvo_dificultad_para_respirar_hace_cuatro_días
S476AR2;Tuvo_dificultad_para_respirar_hace_dos_días
S476AR6;Tuvo_dificultad_para_respirar_hace_seis_días
S476AR7;Tuvo_dificultad_para_respirar_hace_siete_días
S476AR3;Tuvo_dificultad_para_respirar_hace_tres_días
V841;Tuvo_los_resultados_de_la_prueba_de_SIDA_como_parte_del_control_prenatal
S476AT1;Tuvo_tos_ayer
S476AT5;Tuvo_tos_hace_cinco_días
S476AT4;Tuvo_tos_hace_cuatro_días
S476AT2;Tuvo_tos_hace_dos_días
S476AT6;Tuvo_tos_hace_seis_días
S476AT7;Tuvo_tos_hace_siete_días
S476AT3;Tuvo_tos_hace_tres_días
HV235;Ubicación_de_la_fuente_de_agua
S486A;Ud._conoce_como_hacerse_el_auto-examen_de_mama
S486B;Ud._misma_se_realizó_el_examen_de_mama
V359;Última_discontinuidad_del_método_los_últimos_5_años
M1E;Última_inyección_contra_el_tétano_antes_del_embarazo_(CMC)
S704Y;Último_año_aprobado_del_esposo
S704G;Último_grado_aprobado_del_esposo
V401;Último_parto_por_cesárea
QS703;"Últimos_12_meses,_ha_tenido_molestias_o_problemas_mencionados_anteriormente_como:_sentirse_con_poco
interés,_triste,_con_problemas_para_dormir,_desanimada(o),_cansada(o),_sin_motivo,_desconcentrada(o)_o_con_poco_apetito"
QS704G;Últimos_12_meses:_dificultad_para_moverse_o_hablar_más_lento_de_lo_normal_o_se_ha_sentido_inquieta(o)_o_intranquila(o)_de_lo_normal
QS704F;Últimos_12_meses:_ha_tenido_dificultad_en_poner_atención_o_concentrarse_en_las_cosas_que_hace
QS704H;Últimos_12_meses:_ha_tenido_pensamientos_de_morir_o_de_hacerse_daño
QS704I;Últimos_12_meses:_se_ha_sentido_mal_de_sí_misma(o)_o_ha_sentido_que_es_una(un)_fracasada(o)_o_que_se_ha_fallado_a_si_misma(o)_o_a_su_familia
QS704D;Últimos_12_meses:_se_sintió_cansada(o)_o_tuvo_poca_energía_sin_motivo_que_lo_justifique
QS704B;Últimos_12_meses:_se_sintió_desanimada(o),_deprimida(o),_triste_o_sin_esperanza
QS704A;Últimos_12_meses:_tuvo_pocas_ganas_o_interés_en_hacer_las_cosas
QS704E;Últimos_12_meses:_tuvo_poco_apetito_o_ha_comido_en_exceso
QS704C;Últimos_12_meses:_tuvo_problemas_para_dormir_o_mantenerse_dormida(o)_o_en_dormir_demasiado
QS711;Últimos_12_meses_cuantas_veces_su_pareja_le_golpeó,_agredió_con_un_objeto_como:_correa,_palo,_cuchillo_o_arma
QS710;Últimos_12_meses_cuantas_veces_su_pareja_le_golpeó_con_el_pie,_el_puño_o_alguna_otra_parte_del_cuerpo_(cabeza,_codo,_rodilla)
QS709;Últimos_12_meses_ha_estado_casada(o)_o_conviviendo
QS727;Últimos_12_meses_hubieron_períodos_de_varios_días_o_más_en_los_que_pasó_tanto_tiempo_bebiendo_o_recuperándose_de_los_efectos_del_alcohol_que_no_le_dio_tiempo_para_nada_más
QS724;Últimos_12_meses_hubo_momentos_en_que_bebió_más_frecuentemente_o_durante_más_días_seguidos_de_lo_que_se_había_propuesto
QS723;Últimos_12_meses_hubo_momentos_en_que_continúo_bebiendo_a_pesar_que_se_había_prometido_que_no_lo_haría_o_bebió_mucho_más_de_los_que_se_había_propuesto
QS714;Últimos_12_meses_hubo_momentos_en_que_el_consumo_de_alcohol_le_provocó_discusiones_u_otros_problemas_con_su_familia,_amigos,_vecinos_o_compañeros_de_trabajo
QS725;Últimos_12_meses_hubo_momentos_en_que_empezó_a_beber_y_se_emborrachó_cuando_no_quería_hacerlo
QS726;Últimos_12_meses_hubo_momentos_en_qué_intentó_beber_menos_o_dejar_de_beber_y_no_pudo_hacerlo
QS713;Últimos_12_meses_hubo_momentos_en_que_la_bebida_o_la_resaca_le_dificultaron_realizar_sus_actividades_o_sus_responsabilidades_en_los_estudios,_en_el_trabajo_o_en_la_casa
QS729;Últimos_12_meses_hubo_momentos_en_que_siguió_bebiendo_aunque_sabía_que_tenía_un_problema_físico_o
QS722;Últimos_12_meses_hubo_momentos_en_que_tomó_un_vaso,_copa_o_botella_para_evitar_tener_problemas
QS721;Últimos_12_meses_hubo_momentos_en_que_tuvo_síntomas_como_cansancio,_dolores_de_cabeza,_diarrea,_temblores_o_problemas_emocionales_cuando_bebió_menos,_dejaba_de_beber_o_estaba_sin_beber
QS719;Últimos_12_meses_hubo_momentos_en_que_tuvo_tantas_ganas_de_beber_que_no_pudo_resistirse_a_tomar_una_copa_o_le_resultó_difícil_pensar_en_otra_cosa
QS716;Últimos_12_meses_hubo_momentos_que_estuvo_bajo_los_efectos_del_alcohol_en_situaciones_en_que_podía_hacerse_daño
QS720;Últimos_12_meses_hubo_momentos_que_necesitó_beber_más_cantidad_de_alcohol_para_sentir_el_mismo_efecto_o_notó_que_ya_no_conseguía_ponerse_alegre_con_la_misma_cantidad_que_bebía_habitualmente
QS730;Últimos_12_meses_recibió_tratamiento_de_algún_profesional_de_la_salud_por_consumo_de_alcohol
QS728;Últimos_12_meses_tuvo_un_período_de_un_mes_o_más_que_dejó_de_hacer_actividades_importantes_o_las_redujo_considerablemente_a_causa_de_la_bebida
S465DD_BC;últimos_12m_cuánt_frasc_consumió_de_hierro_en_gotas
S465DD_AC;últimos_12m_cuánt_frasc_consumió_de_hierro_en_jarabe
S465DD_BR;últimos_12m_cuánt_frasc_recibió_de_hierro_en_gotas
S465DD_AR;últimos_12m_cuánt_frasc_recibió_de_hierro_en_jarabe
S465DD_CC;últimos_12m_cuánt_sobres_consumió_de_chispitas_o_estrellitas
S465DD_CR;últimos_12m_cuánt_sobres_recibió_de_chispitas_o_estrellitas
S465DD_DR;últimos_12m_cuánt_unid_recibió_de_otra_presentación_hierro
S465DD_DC;últimos_12m_cuánt_unidad_consumió_otra_present_hierro
S465DB_D;últimos_12m_recibió_:_Hierro_en_alguna_otra_presentación
S465DB_B;últimos_12m_recibió_:_Hierro_en_gotas
S465DB_A;últimos_12m_recibió_:_Hierro_en_jarabe
S465DB_C;últimos_12m_recibió_:_Hierro_en_polvo_Micronutriente
QS700A;Últimos_14_días_ha_sentido_molestias_o_problemas_como:__Poco_interés
QS700D;Últimos_14_días_ha_sentido_molestias_o_problemas_como:_Cansado
QS700B;Últimos_14_días_ha_sentido_molestias_o_problemas_como:_Deprimido
QS700H;Últimos_14_días_ha_sentido_molestias_o_problemas_como:_Hacerse_daño_de_alguna_forma_buscando_morir
QS700G;Últimos_14_días_ha_sentido_molestias_o_problemas_como:_Moverse
QS700C;Últimos_14_días_ha_sentido_molestias_o_problemas_como:_No_puede_dormir/dormir_demasiado
QS700E;Últimos_14_días_ha_sentido_molestias_o_problemas_como:_Poco_apetito/comer_en_exceso
QS700F;Últimos_14_días_ha_sentido_molestias_o_problemas_como:_Poner_atencion
QS700I;Últimos_14_días_ha_sentido_molestias_o_problemas_como:_Sentirse_mal
S465EC;últimos_7d_tomo_hierro_en_gotas
S465EA;últimos_7d_tomo_hierro_en_jarabe
S465EB;últimos_7d_tomo_hierro_en_polvo_Micronutrientes
QS822U;Unidad_-_tiempo_desde_que_le_indicaron_el_uso_de_lentes_o_anteojos_a_la_niña(o)
QS818U;Unidad_-_tiempo_que_evaluaron_o_midieron_la_vista_a_la_niña(o)_la_última_vez
QS812U;Unidad_-_tiempo_que_tiene_el_cepillo_para_lavarse_los_dientes
V004;Unidad_de_área_final
V021;Unidad_de_muestreo_primario_-_conglomerado
QS804U;Unidad_de_tiempo_-_hace_cuanto_tiempo_fue_atendido_la_última_vez
QS110U;Unidad_de_tiempo_en_que_le_diagnosticaron_Diabetes_o_azúcar_alta
QS103U;Unidad_de_tiempo_que_le_diagnosticaron_hipertensión_arterial_o_presión_alta
QS207U;Unidad_Edad_primera_vez_que_tomo_bebidas_alcohólicas
QS211U;Unidad_Veces_que_tomo
QS814;Usa_crema_dental_cuando_se_cepilla_los_dientes_la_niña(o)
V313;Uso_actual_por_tipo_de_método
V833C;Uso_condón_cada_vez_que_tuvo_relaciones_sexuales_con_la_antepenúltima_pareja_sexual_(últimos_12_meses)
V833B;Uso_condón_cada_vez_que_tuvo_relaciones_sexuales_con_la_penúltima_pareja_sexual_(últimos_12_meses)
V833A;Uso_condón_cada_vez_que_tuvo_relaciones_sexuales_con_la_última_pareja_sexual_(últimos_12
V364;Uso_e_intención_de_anticonceptivos
QI302_05A;Uso_inyección_anticonceptiva_de_1_mes
QI302_05B;Uso_inyección_anticonceptiva_de_3_meses
V503;Usted_ha_estado_casada_o_conviviendo_solo_una_vez,_más_de_una_vez
QS838;Usted_sabe_a_quién_pedir_apoyo_si_la_niña(o)_sufre_violencia_física_en_el_colegio
V732;Usualmente_trabaja__todo_el_año/por_temporada_o_sólo_de_vez_en_cuado
V463D;Utiliza_tabaco
V011;V011-Fecha_de_nacimiento,_Codificación_centenaria_de_meses_(CMC)
V101;V101-Región
V127;V127-Material_predominante_del_piso_de_la_vivienda
V128;V128-Material_predominante_de_las_paredes_exteriores_de_la_vivienda
V129;V129-Material_predominante_del_techo_de_la_vivienda
V213;V213-Actualmente_embarazada
V3A00V;V3A00V-Fuente_de_PF_para_no_usuarios:_CS_otro_sector_privado
